packet_count,byte_count,avg_packet_size,tcp_count,udp_count,icmp_count,arp_count,unique_dst_ports,packets_per_second,in_out_ratio,fluctuation,syn_only_count,http_count,label
2,120,60.0,0,0,2,0,0,3.9364987597267365,1.0,0.0,0,0,0
8,336,42.0,0,0,8,0,0,15.909465996170853,0.875,0.18580468893456673,0,0,0
7,294,42.0,0,0,6,1,0,13.968195850759804,0.7142857142857143,0.14703254298410318,0,0,0
3,180,60.0,0,0,2,1,0,5.974400537856494,1.0,0.19040395153196724,0,0,0
5,210,42.0,0,0,5,0,0,9.984854782551148,0.8,0.23949162919700084,0,0,0
5,210,42.0,0,0,5,0,0,9.971566216480944,0.8,0.22946224751133149,0,0,0
2,120,60.0,0,0,2,0,0,3.9273171270676848,1.0,0.0,0,0,0
5,210,42.0,0,0,5,0,0,9.982421359024583,0.8,0.22450373547236369,0,0,0
6,252,42.0,0,0,6,0,0,11.96693211954462,0.8333333333333334,0.20181052468684726,0,0,0
2,120,60.0,0,0,2,0,0,3.9213028926160693,1.0,0.0,0,0,0
5,210,42.0,0,0,5,0,0,9.973510525880263,0.8,0.2193770353757602,0,0,0
6,252,42.0,0,0,6,0,0,11.983137969899571,0.8333333333333334,0.17967679251845736,0,0,0
2,120,60.0,0,0,2,0,0,3.135263665608075,1.0,0.0,0,0,0
4,168,42.0,0,0,4,0,0,7.9966902126767145,0.75,0.1462245291102049,0,0,0
3,126,42.0,0,0,3,0,0,5.609768189186442,0.6666666666666666,0.3757947883146547,0,0,0
2,120,60.0,0,0,2,0,0,2.1206112620868356,1.0,0.0,0,0,0
2,84,42.0,0,0,2,0,0,3.219184148701099,0.0,0.0,0,0,0
2,120,60.0,0,0,2,0,0,3.9682731457544023,1.0,0.0,0,0,0
2,84,42.0,0,0,2,0,0,3.9665074756721483,0.0,0.0,0,0,0
2,120,60.0,0,0,2,0,0,3.674813928935967,1.0,0.0,0,0,0
2,84,42.0,0,0,2,0,0,3.9329127840875793,0.0,0.0,0,0,0
2,120,60.0,0,0,2,0,0,3.9000709475072135,1.0,0.0,0,0,0
2,84,42.0,0,0,2,0,0,3.9105633031329323,0.0,0.0,0,0,0
2,120,60.0,0,0,2,0,0,3.966224289140813,1.0,0.0,0,0,0
2,84,42.0,0,0,2,0,0,3.8823764086363193,0.0,0.0,0,0,0
2,120,60.0,0,0,2,0,0,3.966704417296566,1.0,0.0,0,0,0
2,84,42.0,0,0,2,0,0,3.8126570311789836,0.0,0.0,0,0,0
2,120,60.0,0,0,2,0,0,3.9685979299310326,1.0,0.0,0,0,0
2,84,42.0,0,0,2,0,0,3.8320226615643733,0.0,0.0,0,0,0
2,120,60.0,0,0,2,0,0,2.990278733807841,1.0,0.0,0,0,0
2,84,42.0,0,0,2,0,0,3.3344097433390174,0.0,0.0,0,0,0
2,424,212.0,0,2,0,0,1,1.9889350389957603,0.0,0.0,0,0,0
2,120,60.0,0,0,2,0,0,2.5670239063550966,1.0,0.0,0,0,0
2,84,42.0,0,0,2,0,0,3.4453177590629154,0.0,0.0,0,0,0
2,120,60.0,0,0,2,0,0,3.9735739536611026,1.0,0.0,0,0,0
2,84,42.0,0,0,2,0,0,3.969674039938992,0.0,0.0,0,0,0
2,424,212.0,0,2,0,0,1,1.9949687054238383,0.0,0.0,0,0,0
2,120,60.0,0,0,2,0,0,3.9191923722383564,1.0,0.0,0,0,0
2,84,42.0,0,0,2,0,0,2.860573191674521,0.0,0.0,0,0,0
2,120,60.0,0,0,2,0,0,3.9401838149469066,1.0,0.0,0,0,0
2,84,42.0,0,0,2,0,0,3.935510718422607,0.0,0.0,0,0,0
2,120,60.0,0,0,2,0,0,3.516314592611999,1.0,0.0,0,0,0
2,84,42.0,0,0,2,0,0,3.971359803359031,0.0,0.0,0,0,0
2,120,60.0,0,0,2,0,0,3.1328223383770557,1.0,0.0,0,0,0
2,84,42.0,0,0,2,0,0,2.4745484822069908,0.0,0.0,0,0,0
2,120,60.0,0,0,2,0,0,3.7750183719545642,1.0,0.0,0,0,0
2,84,42.0,0,0,2,0,0,3.4992512278611647,0.0,0.0,0,0,0
2,120,60.0,0,0,2,0,0,3.96140133151617,1.0,0.0,0,0,0
2,84,42.0,0,0,2,0,0,3.9673066172791396,0.0,0.0,0,0,0
2,120,60.0,0,0,2,0,0,3.96725220540629,1.0,0.0,0,0,0
2,84,42.0,0,0,2,0,0,3.967499885306511,0.0,0.0,0,0,0
2,120,60.0,0,0,2,0,0,3.962662595327534,1.0,0.0,0,0,0
3,126,42.0,0,0,2,1,0,5.691778730610928,0.0,0.13801895916820087,0,0,0
3,180,60.0,0,0,2,1,0,3.471420105740698,1.0,0.10443112406550514,0,0,0
2,120,60.0,0,0,2,0,0,3.9878206295336898,1.0,0.0,0,0,0
3,126,42.0,0,0,3,0,0,2.9961383047877117,0.0,0.0012286649277895828,0,0,0
2,120,60.0,0,0,2,0,0,3.878773530815242,1.0,0.0,0,0,0
2,84,42.0,0,0,2,0,0,3.866984989090896,0.0,0.0,0,0,0
2,120,60.0,0,0,2,0,0,3.9852099946079096,1.0,0.0,0,0,0
2,84,42.0,0,0,2,0,0,3.9913783341152467,0.0,0.0,0,0,0
2,120,60.0,0,0,1,1,0,0.05154668132039728,1.0,0.0,0,0,0
2,84,42.0,0,0,1,1,0,0.051547763981912076,0.0,0.0,0,0,0
10,600,60.0,0,0,10,0,0,19.729804992962887,1.0,0.004356083779257785,0,0,0
10,420,42.0,0,0,10,0,0,19.745818088005166,0.0,0.0042031203563130575,0,0,0
11,660,60.0,0,0,11,0,0,17.84700438154868,1.0,0.022139734753015138,0,0,0
11,462,42.0,0,0,11,0,0,17.85431833133393,0.0,0.022180402611861435,0,0,0
11,660,60.0,0,0,11,0,0,19.93954004171381,1.0,0.003524477217809245,0,0,0
11,462,42.0,0,0,11,0,0,19.892170811754216,0.0,0.003904520742671093,0,0,0
9,540,60.0,0,0,9,0,0,17.593245458926436,1.0,0.02168752107625918,0,0,0
9,378,42.0,0,0,9,0,0,17.54890777054465,0.0,0.02208077260228437,0,0,0
11,660,60.0,0,0,11,0,0,20.252047598124275,1.0,0.001781953851129591,0,0,0
11,462,42.0,0,0,11,0,0,20.211919322901153,0.0,0.0019165083963664014,0,0,0
10,600,60.0,0,0,10,0,0,18.740124058314468,1.0,0.011684767729424634,0,0,0
10,420,42.0,0,0,10,0,0,18.715213821660598,0.0,0.01204669929660683,0,0,0
11,660,60.0,0,0,11,0,0,20.131918345404888,1.0,0.002337686294955454,0,0,0
11,462,42.0,0,0,11,0,0,20.13321853741682,0.0,0.002799472202878455,0,0,0
